scenario,split,model,configuration,threshold_low,threshold_high,stage2_usage,n_stage2,accuracy,auc,f1,precision,recall,specificity,tn,fp,fn,tp
strong,9,Random Forest,Stage 1 only,,,0.0,0,0.9833333333333333,0.9977777777777778,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
strong,9,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.95,0.9927777777777779,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
strong,9,Random Forest,Cascade,0.2,0.8,0.3333333333333333,20,0.95,0.9927777777777779,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
strong,9,Random Forest,Cascade,0.3,0.7,0.21666666666666667,13,0.95,0.9927777777777778,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
strong,9,Random Forest,Cascade,0.4,0.6,0.1,6,0.95,0.9933333333333333,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
strong,9,XGBoost,Stage 1 only,,,0.0,0,0.9333333333333333,0.9922222222222222,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
strong,9,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.9866666666666667,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
strong,9,XGBoost,Cascade,0.2,0.8,0.15,9,0.8833333333333333,0.9866666666666667,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
strong,9,XGBoost,Cascade,0.3,0.7,0.13333333333333333,8,0.8833333333333333,0.9866666666666667,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
strong,9,XGBoost,Cascade,0.4,0.6,0.1,6,0.8833333333333333,0.9866666666666667,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
strong,10,Logistic Regression,Stage 1 only,,,0.0,0,0.8666666666666667,0.9333333333333333,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
strong,10,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.9433333333333334,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
strong,10,Logistic Regression,Cascade,0.2,0.8,0.25,15,0.8666666666666667,0.9333333333333333,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
strong,10,Logistic Regression,Cascade,0.3,0.7,0.1,6,0.8666666666666667,0.9199999999999999,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
strong,10,Logistic Regression,Cascade,0.4,0.6,0.05,3,0.8666666666666667,0.908888888888889,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
strong,10,Random Forest,Stage 1 only,,,0.0,0,0.9333333333333333,0.9961111111111112,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,10,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,10,Random Forest,Cascade,0.2,0.8,0.2833333333333333,17,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,10,Random Forest,Cascade,0.3,0.7,0.16666666666666666,10,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,10,Random Forest,Cascade,0.4,0.6,0.1,6,0.95,0.9977777777777777,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,10,XGBoost,Stage 1 only,,,0.0,0,0.9,0.9888888888888889,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
strong,10,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.99,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,10,XGBoost,Cascade,0.2,0.8,0.15,9,0.9333333333333333,0.9977777777777778,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,10,XGBoost,Cascade,0.3,0.7,0.08333333333333333,5,0.9333333333333333,0.9966666666666667,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,10,XGBoost,Cascade,0.4,0.6,0.016666666666666666,1,0.9166666666666666,0.9888888888888889,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
strong,11,Logistic Regression,Stage 1 only,,,0.0,0,0.8333333333333334,0.9311111111111111,0.8275862068965517,0.8571428571428571,0.8,0.8666666666666667,26,4,6,24
strong,11,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8666666666666667,0.9466666666666667,0.8620689655172413,0.8928571428571429,0.8333333333333334,0.9,27,3,5,25
strong,11,Logistic Regression,Cascade,0.2,0.8,0.16666666666666666,10,0.8666666666666667,0.9355555555555556,0.8620689655172413,0.8928571428571429,0.8333333333333334,0.9,27,3,5,25
strong,11,Logistic Regression,Cascade,0.3,0.7,0.13333333333333333,8,0.85,0.9333333333333333,0.8421052631578947,0.8888888888888888,0.8,0.9,27,3,6,24
strong,11,Logistic Regression,Cascade,0.4,0.6,0.05,3,0.85,0.9377777777777777,0.8421052631578947,0.8888888888888888,0.8,0.9,27,3,6,24
strong,11,Random Forest,Stage 1 only,,,0.0,0,0.95,0.9966666666666667,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
strong,11,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9966666666666666,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,11,Random Forest,Cascade,0.2,0.8,0.43333333333333335,26,0.9666666666666667,0.9966666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,11,Random Forest,Cascade,0.3,0.7,0.15,9,0.9666666666666667,0.9966666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,11,Random Forest,Cascade,0.4,0.6,0.1,6,0.9666666666666667,0.9977777777777778,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,11,XGBoost,Stage 1 only,,,0.0,0,0.9333333333333333,0.9877777777777779,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
strong,11,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9,0.9788888888888889,0.9,0.9,0.9,0.9,27,3,3,27
strong,11,XGBoost,Cascade,0.2,0.8,0.18333333333333332,11,0.9,0.9811111111111112,0.9,0.9,0.9,0.9,27,3,3,27
strong,11,XGBoost,Cascade,0.3,0.7,0.13333333333333333,8,0.9166666666666666,0.98,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
strong,11,XGBoost,Cascade,0.4,0.6,0.06666666666666667,4,0.9166666666666666,0.9777777777777779,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
strong,12,Logistic Regression,Stage 1 only,,,0.0,0,0.8666666666666667,0.9566666666666667,0.8787878787878788,0.8055555555555556,0.9666666666666667,0.7666666666666667,23,7,1,29
strong,12,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.9611111111111111,0.8923076923076924,0.8285714285714286,0.9666666666666667,0.8,24,6,1,29
strong,12,Logistic Regression,Cascade,0.2,0.8,0.21666666666666667,13,0.8666666666666667,0.9711111111111111,0.8787878787878788,0.8055555555555556,0.9666666666666667,0.7666666666666667,23,7,1,29
strong,12,Logistic Regression,Cascade,0.3,0.7,0.15,9,0.8666666666666667,0.97,0.8787878787878788,0.8055555555555556,0.9666666666666667,0.7666666666666667,23,7,1,29
strong,12,Logistic Regression,Cascade,0.4,0.6,0.08333333333333333,5,0.85,0.9677777777777778,0.8656716417910447,0.7837837837837838,0.9666666666666667,0.7333333333333333,22,8,1,29
strong,12,Random Forest,Stage 1 only,,,0.0,0,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
strong,12,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,12,Random Forest,Cascade,0.2,0.8,0.3,18,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,12,Random Forest,Cascade,0.3,0.7,0.13333333333333333,8,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,12,Random Forest,Cascade,0.4,0.6,0.05,3,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
strong,12,XGBoost,Stage 1 only,,,0.0,0,0.95,0.9988888888888889,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,12,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9955555555555555,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,12,XGBoost,Cascade,0.2,0.8,0.1,6,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,12,XGBoost,Cascade,0.3,0.7,0.06666666666666667,4,0.9666666666666667,0.9977777777777778,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,12,XGBoost,Cascade,0.4,0.6,0.016666666666666666,1,0.9666666666666667,0.9988888888888889,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,13,Logistic Regression,Stage 1 only,,,0.0,0,0.8333333333333334,0.9211111111111111,0.8214285714285714,0.8846153846153846,0.7666666666666667,0.9,27,3,7,23
strong,13,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.9,0.9544444444444444,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
strong,13,Logistic Regression,Cascade,0.2,0.8,0.18333333333333332,11,0.8666666666666667,0.9344444444444444,0.8620689655172413,0.8928571428571429,0.8333333333333334,0.9,27,3,5,25
strong,13,Logistic Regression,Cascade,0.3,0.7,0.11666666666666667,7,0.85,0.9266666666666667,0.8421052631578947,0.8888888888888888,0.8,0.9,27,3,6,24
strong,13,Logistic Regression,Cascade,0.4,0.6,0.08333333333333333,5,0.8333333333333334,0.9266666666666667,0.8275862068965517,0.8571428571428571,0.8,0.8666666666666667,26,4,6,24
strong,13,Random Forest,Stage 1 only,,,0.0,0,0.9666666666666667,0.9972222222222222,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,13,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9833333333333333,0.9999999999999999,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
strong,13,Random Forest,Cascade,0.2,0.8,0.3333333333333333,20,0.9833333333333333,0.9999999999999999,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
strong,13,Random Forest,Cascade,0.3,0.7,0.13333333333333333,8,0.9833333333333333,0.9999999999999999,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
strong,13,Random Forest,Cascade,0.4,0.6,0.08333333333333333,5,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
strong,13,XGBoost,Stage 1 only,,,0.0,0,0.9333333333333333,0.991111111111111,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
strong,13,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9166666666666666,0.9911111111111112,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
strong,13,XGBoost,Cascade,0.2,0.8,0.13333333333333333,8,0.9166666666666666,0.9922222222222221,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
strong,13,XGBoost,Cascade,0.3,0.7,0.08333333333333333,5,0.9166666666666666,0.991111111111111,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
strong,13,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.9166666666666666,0.991111111111111,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
strong,14,Logistic Regression,Stage 1 only,,,0.0,0,0.9,0.9666666666666667,0.9,0.9,0.9,0.9,27,3,3,27
strong,14,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.9166666666666666,0.9833333333333334,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
strong,14,Logistic Regression,Cascade,0.2,0.8,0.18333333333333332,11,0.9166666666666666,0.9777777777777779,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
strong,14,Logistic Regression,Cascade,0.3,0.7,0.11666666666666667,7,0.9166666666666666,0.97,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
strong,14,Logistic Regression,Cascade,0.4,0.6,0.06666666666666667,4,0.9166666666666666,0.9733333333333334,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
strong,14,Random Forest,Stage 1 only,,,0.0,0,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
strong,14,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,1.0,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,14,Random Forest,Cascade,0.2,0.8,0.2833333333333333,17,0.9333333333333333,1.0,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,14,Random Forest,Cascade,0.3,0.7,0.2,12,0.9333333333333333,1.0,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,14,Random Forest,Cascade,0.4,0.6,0.1,6,0.9333333333333333,1.0,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,14,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9877777777777779,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
strong,14,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.9877777777777779,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,14,XGBoost,Cascade,0.2,0.8,0.06666666666666667,4,0.9333333333333333,0.99,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,14,XGBoost,Cascade,0.3,0.7,0.05,3,0.9333333333333333,0.99,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
strong,14,XGBoost,Cascade,0.4,0.6,0.016666666666666666,1,0.9166666666666666,0.9877777777777779,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
strong,15,Logistic Regression,Stage 1 only,,,0.0,0,0.85,0.9288888888888889,0.8571428571428571,0.8181818181818182,0.9,0.8,24,6,3,27
strong,15,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8666666666666667,0.9277777777777778,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
strong,15,Logistic Regression,Cascade,0.2,0.8,0.08333333333333333,5,0.85,0.9377777777777778,0.8571428571428571,0.8181818181818182,0.9,0.8,24,6,3,27
strong,15,Logistic Regression,Cascade,0.3,0.7,0.06666666666666667,4,0.85,0.9344444444444444,0.8571428571428571,0.8181818181818182,0.9,0.8,24,6,3,27
strong,15,Logistic Regression,Cascade,0.4,0.6,0.016666666666666666,1,0.85,0.9299999999999999,0.8571428571428571,0.8181818181818182,0.9,0.8,24,6,3,27
strong,15,Random Forest,Stage 1 only,,,0.0,0,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,15,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,15,Random Forest,Cascade,0.2,0.8,0.26666666666666666,16,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,15,Random Forest,Cascade,0.3,0.7,0.08333333333333333,5,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,15,Random Forest,Cascade,0.4,0.6,0.05,3,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,15,XGBoost,Stage 1 only,,,0.0,0,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,15,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.95,0.9966666666666667,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,15,XGBoost,Cascade,0.2,0.8,0.08333333333333333,5,0.95,0.9988888888888889,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,15,XGBoost,Cascade,0.3,0.7,0.05,3,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,15,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,16,Logistic Regression,Stage 1 only,,,0.0,0,0.9,0.9555555555555555,0.896551724137931,0.9285714285714286,0.8666666666666667,0.9333333333333333,28,2,4,26
strong,16,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.9,0.9533333333333334,0.9,0.9,0.9,0.9,27,3,3,27
strong,16,Logistic Regression,Cascade,0.2,0.8,0.16666666666666666,10,0.9,0.9633333333333334,0.9,0.9,0.9,0.9,27,3,3,27
strong,16,Logistic Regression,Cascade,0.3,0.7,0.06666666666666667,4,0.9166666666666666,0.9622222222222222,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
strong,16,Logistic Regression,Cascade,0.4,0.6,0.05,3,0.9,0.9588888888888889,0.9,0.9,0.9,0.9,27,3,3,27
strong,16,Random Forest,Stage 1 only,,,0.0,0,0.9833333333333333,1.0,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,16,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9833333333333333,0.9988888888888888,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,16,Random Forest,Cascade,0.2,0.8,0.26666666666666666,16,0.9833333333333333,0.9988888888888888,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,16,Random Forest,Cascade,0.3,0.7,0.13333333333333333,8,0.9833333333333333,0.9988888888888888,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,16,Random Forest,Cascade,0.4,0.6,0.05,3,0.9833333333333333,1.0,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,16,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9911111111111112,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
strong,16,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9977777777777778,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,16,XGBoost,Cascade,0.2,0.8,0.1,6,0.9666666666666667,0.9977777777777778,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,16,XGBoost,Cascade,0.3,0.7,0.06666666666666667,4,0.95,0.9933333333333334,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
strong,16,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.9333333333333333,0.9911111111111112,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
strong,17,Logistic Regression,Stage 1 only,,,0.0,0,0.85,0.9622222222222223,0.847457627118644,0.8620689655172413,0.8333333333333334,0.8666666666666667,26,4,5,25
strong,17,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.9,0.9766666666666666,0.9,0.9,0.9,0.9,27,3,3,27
strong,17,Logistic Regression,Cascade,0.2,0.8,0.21666666666666667,13,0.9,0.9744444444444444,0.9,0.9,0.9,0.9,27,3,3,27
strong,17,Logistic Regression,Cascade,0.3,0.7,0.08333333333333333,5,0.8833333333333333,0.9677777777777777,0.8813559322033898,0.896551724137931,0.8666666666666667,0.9,27,3,4,26
strong,17,Logistic Regression,Cascade,0.4,0.6,0.03333333333333333,2,0.8833333333333333,0.9700000000000001,0.8813559322033898,0.896551724137931,0.8666666666666667,0.9,27,3,4,26
strong,17,Random Forest,Stage 1 only,,,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,30,0,0,30
strong,17,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9833333333333333,0.9988888888888889,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,17,Random Forest,Cascade,0.2,0.8,0.3,18,0.9833333333333333,0.9988888888888889,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,17,Random Forest,Cascade,0.3,0.7,0.08333333333333333,5,0.9833333333333333,0.9988888888888889,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,17,Random Forest,Cascade,0.4,0.6,0.05,3,0.9833333333333333,0.9988888888888889,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
strong,17,XGBoost,Stage 1 only,,,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,30,0,0,30
strong,17,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.95,0.9977777777777778,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
strong,17,XGBoost,Cascade,0.2,0.8,0.1,6,0.95,0.9977777777777778,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
strong,17,XGBoost,Cascade,0.3,0.7,0.08333333333333333,5,0.95,0.9977777777777778,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
strong,17,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.9666666666666667,0.9988888888888889,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,18,Logistic Regression,Stage 1 only,,,0.0,0,0.8666666666666667,0.9488888888888889,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
strong,18,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8666666666666667,0.9288888888888889,0.8620689655172413,0.8928571428571429,0.8333333333333334,0.9,27,3,5,25
strong,18,Logistic Regression,Cascade,0.2,0.8,0.18333333333333332,11,0.8833333333333333,0.9411111111111112,0.8813559322033898,0.896551724137931,0.8666666666666667,0.9,27,3,4,26
strong,18,Logistic Regression,Cascade,0.3,0.7,0.05,3,0.9,0.9533333333333334,0.9,0.9,0.9,0.9,27,3,3,27
strong,18,Logistic Regression,Cascade,0.4,0.6,0.016666666666666666,1,0.8833333333333333,0.9488888888888889,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
strong,18,Random Forest,Stage 1 only,,,0.0,0,0.9666666666666667,1.0,0.9655172413793104,1.0,0.9333333333333333,1.0,30,0,2,28
strong,18,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9966666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,18,Random Forest,Cascade,0.2,0.8,0.31666666666666665,19,0.9666666666666667,0.9966666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,18,Random Forest,Cascade,0.3,0.7,0.11666666666666667,7,0.9666666666666667,0.9977777777777779,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,18,Random Forest,Cascade,0.4,0.6,0.05,3,0.9666666666666667,0.9983333333333333,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,18,XGBoost,Stage 1 only,,,0.0,0,0.95,0.9966666666666667,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
strong,18,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9911111111111112,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
strong,18,XGBoost,Cascade,0.2,0.8,0.05,3,0.95,0.9944444444444445,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
strong,18,XGBoost,Cascade,0.3,0.7,0.03333333333333333,2,0.95,0.9922222222222222,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
strong,18,XGBoost,Cascade,0.4,0.6,0.0,0,0.95,0.9966666666666667,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
strong,19,Logistic Regression,Stage 1 only,,,0.0,0,0.8333333333333334,0.95,0.84375,0.7941176470588235,0.9,0.7666666666666667,23,7,3,27
strong,19,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8,0.9433333333333334,0.8235294117647058,0.7368421052631579,0.9333333333333333,0.6666666666666666,20,10,2,28
strong,19,Logistic Regression,Cascade,0.2,0.8,0.2,12,0.85,0.9544444444444444,0.8615384615384616,0.8,0.9333333333333333,0.7666666666666667,23,7,2,28
strong,19,Logistic Regression,Cascade,0.3,0.7,0.1,6,0.8666666666666667,0.9466666666666668,0.875,0.8235294117647058,0.9333333333333333,0.8,24,6,2,28
strong,19,Logistic Regression,Cascade,0.4,0.6,0.03333333333333333,2,0.8333333333333334,0.9566666666666667,0.84375,0.7941176470588235,0.9,0.7666666666666667,23,7,3,27
strong,19,Random Forest,Stage 1 only,,,0.0,0,0.9666666666666667,0.9972222222222222,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
strong,19,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,19,Random Forest,Cascade,0.2,0.8,0.31666666666666665,19,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,19,Random Forest,Cascade,0.3,0.7,0.21666666666666667,13,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,19,Random Forest,Cascade,0.4,0.6,0.11666666666666667,7,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
strong,19,XGBoost,Stage 1 only,,,0.0,0,0.95,0.9922222222222222,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
strong,19,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.9888888888888889,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
strong,19,XGBoost,Cascade,0.2,0.8,0.15,9,0.9333333333333333,0.9922222222222222,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
strong,19,XGBoost,Cascade,0.3,0.7,0.11666666666666667,7,0.9333333333333333,0.9911111111111112,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
strong,19,XGBoost,Cascade,0.4,0.6,0.06666666666666667,4,0.9333333333333333,0.9933333333333334,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
strong,20,Logistic Regression,Stage 1 only,,,0.0,0,0.9,0.96,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
strong,20,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.9,0.9622222222222222,0.9,0.9,0.9,0.9,27,3,3,27
strong,20,Logistic Regression,Cascade,0.2,0.8,0.21666666666666667,13,0.9,0.9655555555555555,0.9,0.9,0.9,0.9,27,3,3,27
strong,20,Logistic Regression,Cascade,0.3,0.7,0.13333333333333333,8,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
